Date,Order_id,Product,Product_ID
01-01-2018,1,yogurt,1
01-01-2018,1,pork,2
01-01-2018,1,sandwich bags,3
01-01-2018,1,lunch meat,4
01-01-2018,1,all- purpose,5
01-01-2018,1,flour,6
01-01-2018,1,soda,7
01-01-2018,1,butter,8
01-01-2018,1,beef,9
01-01-2018,1,aluminum foil,10
01-01-2018,1,all- purpose,5
01-01-2018,1,dinner rolls,11
01-01-2018,1,shampoo,12
01-01-2018,1,all- purpose,5
01-01-2018,1,mixes,13
01-01-2018,1,soap,14
01-01-2018,1,laundry detergent,15
01-01-2018,1,ice cream,16
01-01-2018,1,dinner rolls,11
01-01-2018,2,toilet paper,17
01-01-2018,2,shampoo,12
01-01-2018,2,hand soap,18
01-01-2018,2,waffles,19
01-01-2018,2,cheeses,20
01-01-2018,2,mixes,13
01-01-2018,2,milk,21
01-01-2018,2,sandwich bags,3
01-01-2018,2,laundry detergent,15
01-01-2018,2,dishwashing liquid/detergent,22
01-01-2018,2,waffles,19
01-01-2018,2,individual meals,23
01-01-2018,2,hand soap,18
01-01-2018,2,individual meals,23
01-01-2018,2,yogurt,1
01-01-2018,2,cereals,24
01-01-2018,2,shampoo,12
01-01-2018,2,aluminum foil,10
01-01-2018,2,tortillas,25
01-01-2018,2,mixes,13
02-01-2018,3,soda,7
02-01-2018,3,pork,2
02-01-2018,3,soap,14
02-01-2018,3,ice cream,16
02-01-2018,3,toilet paper,17
02-01-2018,3,dinner rolls,11
02-01-2018,3,hand soap,18
02-01-2018,3,spaghetti sauce,26
02-01-2018,3,milk,21
02-01-2018,3,ketchup,27
02-01-2018,3,sandwich loaves,28
02-01-2018,3,poultry,29
02-01-2018,3,toilet paper,17
02-01-2018,3,ice cream,16
02-01-2018,3,ketchup,27
02-01-2018,3,laundry detergent,15
02-01-2018,3,spaghetti sauce,26
02-01-2018,3,bagels,30
02-01-2018,3,soap,14
02-01-2018,3,ice cream,16
02-01-2018,3,shampoo,12
02-01-2018,3,lunch meat,4
02-01-2018,3,cereals,24
02-01-2018,3,spaghetti sauce,26
02-01-2018,3,pork,2
02-01-2018,3,cheeses,20
02-01-2018,3,eggs,31
02-01-2018,4,cereals,24
02-01-2018,4,juice,32
02-01-2018,4,lunch meat,4
02-01-2018,4,soda,7
02-01-2018,4,toilet paper,17
02-01-2018,4,all- purpose,5
02-01-2018,5,sandwich loaves,28
02-01-2018,5,pasta,33
02-01-2018,5,tortillas,25
02-01-2018,5,mixes,13
02-01-2018,5,hand soap,18
02-01-2018,5,toilet paper,17
02-01-2018,5,paper towels,34
02-01-2018,5,flour,6
02-01-2018,5,pork,2
02-01-2018,5,poultry,29
02-01-2018,5,eggs,31
02-01-2018,5,pork,2
02-01-2018,5,spaghetti sauce,26
02-01-2018,5,milk,21
02-01-2018,5,waffles,19
02-01-2018,5,individual meals,23
02-01-2018,5,dinner rolls,11
02-01-2018,5,all- purpose,5
02-01-2018,5,soda,7
02-01-2018,5,yogurt,1
02-01-2018,6,laundry detergent,15
02-01-2018,6,toilet paper,17
02-01-2018,6,eggs,31
02-01-2018,6,toilet paper,17
02-01-2018,6,bagels,30
02-01-2018,6,dishwashing liquid/detergent,22
02-01-2018,6,cereals,24
02-01-2018,6,paper towels,34
02-01-2018,6,laundry detergent,15
02-01-2018,6,butter,8
02-01-2018,6,cereals,24
02-01-2018,6,bagels,30
02-01-2018,6,paper towels,34
02-01-2018,6,shampoo,12
02-01-2018,6,toilet paper,17
02-01-2018,6,soap,14
02-01-2018,6,soap,14
02-01-2018,6,pasta,33
02-01-2018,6,coffee/tea,35
02-01-2018,6,poultry,29
02-01-2018,6,bagels,30
02-01-2018,6,aluminum foil,10
02-01-2018,6,butter,8
02-01-2018,6,spaghetti sauce,26
02-01-2018,6,ketchup,27
02-01-2018,6,all- purpose,5
02-01-2018,6,milk,21
03-01-2018,7,individual meals,23
03-01-2018,7,paper towels,34
03-01-2018,7,tortillas,25
03-01-2018,7,milk,21
03-01-2018,7,ice cream,16
03-01-2018,7,juice,32
03-01-2018,7,dishwashing liquid/detergent,22
03-01-2018,7,soap,14
03-01-2018,7,sandwich bags,3
03-01-2018,7,pasta,33
03-01-2018,7,ketchup,27
03-01-2018,7,all- purpose,5
03-01-2018,7,yogurt,1
03-01-2018,7,mixes,13
03-01-2018,7,mixes,13
03-01-2018,7,toilet paper,17
03-01-2018,7,beef,9
03-01-2018,7,sandwich bags,3
03-01-2018,7,eggs,31
03-01-2018,7,spaghetti sauce,26
03-01-2018,7,fruits,36
03-01-2018,7,toilet paper,17
04-01-2018,8,ice cream,16
04-01-2018,8,juice,32
04-01-2018,8,paper towels,34
04-01-2018,8,waffles,19
04-01-2018,8,soda,7
04-01-2018,8,cheeses,20
04-01-2018,8,poultry,29
04-01-2018,8,toilet paper,17
04-01-2018,9,juice,32
04-01-2018,9,poultry,29
04-01-2018,9,coffee/tea,35
04-01-2018,9,coffee/tea,35
04-01-2018,9,dishwashing liquid/detergent,22
05-01-2018,10,ketchup,27
05-01-2018,10,coffee/tea,35
05-01-2018,10,toilet paper,17
05-01-2018,10,pork,2
05-01-2018,10,flour,6
05-01-2018,10,milk,21
05-01-2018,10,soda,7
05-01-2018,10,dishwashing liquid/detergent,22
05-01-2018,10,eggs,31
05-01-2018,10,tortillas,25
05-01-2018,10,tortillas,25
05-01-2018,10,fruits,36
05-01-2018,10,sugar,37
05-01-2018,10,soap,14
05-01-2018,10,dishwashing liquid/detergent,22
05-01-2018,10,juice,32
05-01-2018,10,sandwich loaves,28
05-01-2018,10,poultry,29
05-01-2018,10,eggs,31
05-01-2018,10,flour,6
05-01-2018,10,bagels,30
05-01-2018,10,soda,7
05-01-2018,10,bagels,30
05-01-2018,10,soda,7
05-01-2018,10,beef,9
05-01-2018,10,coffee/tea,35
05-01-2018,10,dishwashing liquid/detergent,22
05-01-2018,10,cheeses,20
05-01-2018,10,beef,9
05-01-2018,10,soap,14
05-01-2018,10,lunch meat,4
05-01-2018,10,pork,2
05-01-2018,10,waffles,19
05-01-2018,11,sandwich loaves,28
05-01-2018,11,ice cream,16
05-01-2018,11,soda,7
05-01-2018,11,bagels,30
05-01-2018,11,dishwashing liquid/detergent,22
05-01-2018,11,eggs,31
05-01-2018,11,sugar,37
05-01-2018,11,waffles,19
05-01-2018,11,individual meals,23
05-01-2018,11,toilet paper,17
05-01-2018,11,pasta,33
05-01-2018,11,sandwich loaves,28
05-01-2018,11,cheeses,20
05-01-2018,11,hand soap,18
05-01-2018,11,ketchup,27
05-01-2018,11,poultry,29
05-01-2018,11,dinner rolls,11
05-01-2018,11,dishwashing liquid/detergent,22
05-01-2018,11,coffee/tea,35
05-01-2018,11,milk,21
05-01-2018,11,shampoo,12
05-01-2018,11,ketchup,27
05-01-2018,11,sandwich loaves,28
05-01-2018,11,hand soap,18
05-01-2018,11,bagels,30
05-01-2018,11,flour,6
05-01-2018,11,pork,2
06-01-2018,12,pork,2
06-01-2018,12,tortillas,25
06-01-2018,12,pork,2
06-01-2018,12,shampoo,12
06-01-2018,12,lunch meat,4
06-01-2018,12,pasta,33
06-01-2018,12,juice,32
06-01-2018,12,bagels,30
06-01-2018,12,bagels,30
06-01-2018,12,laundry detergent,15
06-01-2018,12,yogurt,1
06-01-2018,12,sugar,37
06-01-2018,12,waffles,19
06-01-2018,12,hand soap,18
06-01-2018,12,hand soap,18
06-01-2018,12,butter,8
06-01-2018,12,juice,32
06-01-2018,12,spaghetti sauce,26
06-01-2018,12,flour,6
07-01-2018,13,sugar,37
07-01-2018,13,fruits,36
07-01-2018,13,all- purpose,5
07-01-2018,13,aluminum foil,10
07-01-2018,13,laundry detergent,15
07-01-2018,13,individual meals,23
07-01-2018,13,flour,6
07-01-2018,13,pork,2
07-01-2018,13,shampoo,12
07-01-2018,13,sugar,37
07-01-2018,13,aluminum foil,10
07-01-2018,13,shampoo,12
07-01-2018,13,soap,14
07-01-2018,13,bagels,30
07-01-2018,13,toilet paper,17
07-01-2018,13,juice,32
07-01-2018,13,ice cream,16
07-01-2018,13,ice cream,16
07-01-2018,13,sandwich loaves,28
07-01-2018,13,soap,14
07-01-2018,13,sugar,37
07-01-2018,13,paper towels,34
07-01-2018,14,fruits,36
07-01-2018,14,dinner rolls,11
07-01-2018,14,individual meals,23
07-01-2018,14,shampoo,12
07-01-2018,14,ketchup,27
07-01-2018,14,cereals,24
07-01-2018,14,sandwich bags,3
07-01-2018,14,laundry detergent,15
07-01-2018,14,sandwich loaves,28
07-01-2018,14,cheeses,20
07-01-2018,15,individual meals,23
07-01-2018,15,ice cream,16
07-01-2018,15,cereals,24
07-01-2018,15,paper towels,34
07-01-2018,15,bagels,30
07-01-2018,15,mixes,13
07-01-2018,15,lunch meat,4
07-01-2018,15,juice,32
07-01-2018,15,toilet paper,17
07-01-2018,15,cheeses,20
07-01-2018,15,paper towels,34
07-01-2018,15,paper towels,34
07-01-2018,15,juice,32
07-01-2018,15,aluminum foil,10
07-01-2018,15,fruits,36
07-01-2018,15,butter,8
07-01-2018,15,sandwich loaves,28
07-01-2018,15,tortillas,25
07-01-2018,15,spaghetti sauce,26
07-01-2018,15,hand soap,18
08-01-2018,16,sugar,37
08-01-2018,16,sandwich bags,3
08-01-2018,16,flour,6
08-01-2018,16,juice,32
08-01-2018,16,milk,21
08-01-2018,16,paper towels,34
08-01-2018,16,cereals,24
08-01-2018,16,sandwich bags,3
08-01-2018,16,pasta,33
08-01-2018,16,soda,7
08-01-2018,16,dishwashing liquid/detergent,22
08-01-2018,16,ice cream,16
08-01-2018,16,soap,14
08-01-2018,16,cheeses,20
08-01-2018,16,beef,9
08-01-2018,16,flour,6
08-01-2018,16,dinner rolls,11
08-01-2018,17,milk,21
08-01-2018,17,hand soap,18
08-01-2018,17,pasta,33
08-01-2018,17,individual meals,23
08-01-2018,17,spaghetti sauce,26
08-01-2018,17,cereals,24
08-01-2018,17,sandwich loaves,28
08-01-2018,17,hand soap,18
08-01-2018,17,individual meals,23
08-01-2018,18,sandwich bags,3
08-01-2018,18,toilet paper,17
08-01-2018,18,bagels,30
08-01-2018,18,shampoo,12
08-01-2018,18,coffee/tea,35
09-01-2018,19,individual meals,23
09-01-2018,19,laundry detergent,15
09-01-2018,19,coffee/tea,35
09-01-2018,19,eggs,31
09-01-2018,19,aluminum foil,10
09-01-2018,19,beef,9
09-01-2018,19,juice,32
09-01-2018,19,flour,6
09-01-2018,19,sugar,37
09-01-2018,19,individual meals,23
09-01-2018,19,waffles,19
09-01-2018,19,bagels,30
09-01-2018,19,coffee/tea,35
09-01-2018,19,spaghetti sauce,26
09-01-2018,19,butter,8
09-01-2018,19,beef,9
10-01-2018,20,shampoo,12
10-01-2018,20,dishwashing liquid/detergent,22
10-01-2018,20,yogurt,1
10-01-2018,20,juice,32
10-01-2018,20,sugar,37
10-01-2018,20,soap,14
10-01-2018,20,sandwich loaves,28
10-01-2018,20,butter,8
10-01-2018,20,sandwich loaves,28
10-01-2018,20,coffee/tea,35
10-01-2018,20,ketchup,27
10-01-2018,20,aluminum foil,10
10-01-2018,20,dishwashing liquid/detergent,22
10-01-2018,20,mixes,13
10-01-2018,20,laundry detergent,15
10-01-2018,20,shampoo,12
10-01-2018,20,cheeses,20
10-01-2018,20,tortillas,25
10-01-2018,20,toilet paper,17
10-01-2018,20,hand soap,18
10-01-2018,20,paper towels,34
